video,prompt
6a7c00f5a71af5737486b621e07b5f95_cfr25.mp4,a person is talking
e4922482c40498c4167b233cc91f2359_cfr25.mp4,"The video shows a single woman in her thirties, with fair skin and blonde hair, seated in a formal setting, likely an office or conference room, wearing a dark gray blazer and white collared shirt. She sits upright, possibly in a conversation or interview, surrounded by a traditional indoor environment with a dark, ornate fireplace and a small plant, illuminated by soft, even lighting."
4c83479da90c98a33950573f824a9c1d_cfr25.mp4,"The video shows a single male individual, likely in his twenties, with light skin and short black hair, dressed in a light-colored, checkered button-up shirt with a small emblem on the left chest, standing upright in a dimly lit, rustic or industrial indoor setting with wooden elements. He appears to be engaged in a conversation or listening intently, exuding a relaxed demeanor."
c4fe5a8788f75a7b2ac593915e9660e0_cfr25.mp4,"The video features a single woman, likely in her thirties, with dark hair and fair skin, dressed in a dark top and bold red lipstick, making subtle movements in a dimly lit, indoor setting with artificial lighting. Her straight, shoulder-length hair and expressive reactions are the focal point in this intimate and moody scene."
0659367dfd2c5d7a1d740809fc5ad1bd_cfr25.mp4,a person is talking
1ed8a3b75509b8f491efc7667a51a9ad_cfr25.mp4,"The video shows a single male individual, with dark hair and light skin tone, seated in a dimly lit room, wearing a white t-shirt and earphones, as he works on a computer in a relaxed and casual manner. The minimalistic background of the home office or personal workspace setting creates an intimate atmosphere, with the individual's subtle movements and hand gestures being the focal point."
00edd5ec52918071e2850503a7d0b193_cfr25.mp4,a person is talking
6bbdb075765545e3722c56c69a835c7a_cfr25.mp4,"The video shows a middle-aged man in a dark military uniform with visible insignia, standing in a dimly lit, blurred interior space resembling a ship or similar structure, with metal beams and equipment visible in the background. He appears serious and contemplative as he gazes off-camera, with a text overlay hinting at a mysterious narrative involving a young girl and a group referred to as 'fishermen'."
60469520d5e996799150b29613e7811c_cfr25.mp4,"A woman with medium-dark brown hair and a beige sweater is engaged in a hushed conversation with a man out of view in a cozy, warmly lit room filled with a bookshelf and decorative items, her expression shifting from contemplative to concerned and thoughtful as they speak. The woman's subtle facial expressions and the intimate setting suggest a deep and meaningful discussion between the two individuals."
b463b55c923d7d68d230556194073f7b_cfr25.mp4,a person is talking
b3d1ff99d11caf3fdda336d267b49a33_cfr25.mp4,"A woman in her thirties with long blonde hair is seen standing upright in a professional or medical setting, wearing a white shirt, with a neutral expression and a hint of contemplation. The scene is set in a softly lit indoor environment with a colorful abstract design visible through a window with closed blinds, creating a calm and introspective atmosphere."
21cf32fcb60d8cfcccd22f7285858aa0_cfr25.mp4,a person is talking
2f2544713c3be7a986438b91aec798d0_cfr25.mp4,"The video shows a middle-aged man, bald with a beard, seated in a formal setting, likely an office, wearing a dark suit jacket over a white shirt, engaged in a conversation or interview with an attentive expression. The soft, warm lighting and wooden background, including a lamp with a dark shade, create a calm and professional atmosphere."
4cc4e096dbb605832a59324fd05e2f2f_cfr25.mp4,a person is talking
faad1dad824fdb303d2bfb1f0aff300c_cfr25.mp4,"The video shows a middle-aged man, dressed in a dark blue suit, white shirt, and patterned tie, standing in a modern office with glass walls, delivering a speech or engaging in a conversation with an unseen person. He is the central figure, with a bald head and light skin tone, surrounded by a few other individuals in the background, all set against a professional and formal office environment."
8a9af131083b0bf8dba7312f8402867e_cfr25.mp4,"The video features a woman in her fifties with gray hair, wearing a pink top and beige cardigan, gesturing animatedly as she converses or explains something in a well-lit, minimalist setting with a neutral-colored wall and a slender decorative piece. The woman's light skin tone and visible features are highlighted by the soft, even lighting, creating a warm and elegant atmosphere."
b3d5e76d873492514a318f54489f86a5_cfr25.mp4,"The video shows a woman with shoulder-length brown hair and glasses, wearing a sleeveless floral top and a statement necklace, engaged in a conversation in a dimly lit, indoor setting that appears to be a bar or club, with blurred neon lights and indistinct figures in the background."
36ed7f960ca171a83b88aec8f2cfb9b9_cfr25.mp4,"The video shows a middle-aged man with gray hair, dressed in a dark coat, white shirt, and dark tie, engaged in conversation in a festive indoor setting adorned with blue and silver tinsel. He stands upright with an attentive expression, surrounded by the warm atmosphere of a holiday or celebratory event."
a6e4fa77c543cfb6ce0f61922e5fe8b5_cfr25.mp4,"In a dimly lit, prison-like communal area, two women, one with long, curly hair and a grey top, engage in a heated conversation at a table, their expressions and gestures conveying intensity, while blurred figures in the background add to the somber atmosphere."
516a90f50f6cf04408db84c20dcde582_cfr25.mp4,"The video shows a single male character, a man in his forties with short, dark hair and fair skin, gesturing animatedly as he converses with someone off-camera, dressed in a dark-colored jacket with a high collar in a dimly lit, high-tech control room setting with blue and white lighting and digital screens in the background."
eb77b32b15f5a10ff34dc98b8ddfe4fa_cfr25.mp4,a person is talking
fd152bc6a703517db37aafd748477171_cfr25.mp4,a person is talking
4d43ad9e5ed2e777fd4e59c71a1cf541_cfr25.mp4,a person is talking
b7bc3117c5a0f64c4fa03dfe2bcc829e_cfr25.mp4,"A middle-aged man with gray hair and a serious expression, dressed in a formal suit with a red tie and pocket square, stands upright in a dimly lit indoor setting with wooden paneling, engaged in a focused conversation."
f88187c33e3644829063de79f91d8b19_cfr25.mp4,a person is talking
4c8515883ba31a48874bff48447947fb_cfr25.mp4,a person is talking
5c8a53ee9b6ea2dc689e301d4bfeb6b7_cfr25.mp4,a person is talking
55be837ff01e3a99c915198c5d6795ce_cfr25.mp4,a person is talking
32664f5df27ac1790872a8101abeb6b7_cfr25.mp4,a person is talking
55dcc17917d25b05cce910c352ee55aa_cfr25.mp4,"The video shows two people, one wearing a maroon polo shirt with a name tag reading ""Mike's"" and having short, dark hair, engaged in a casual conversation with another person whose face is not visible due to their back being to the camera. The dimly lit indoor setting, possibly a home or office, provides a relaxed atmosphere as the two individuals stand still, the man in the maroon shirt facing the other person."
decef1397c8a5fa8e30d4303f83fe06c_cfr25.mp4,"The video shows a single person, a woman with blonde hair and a colorful beaded necklace, speaking in a room with a neutral-colored background and soft, diffused lighting. She is wearing a yellow cardigan over a black and white patterned top and has a black hair accessory, standing upright with an open mouth and expressive facial features."
e1f6aa209386dd2ec0f1db4f2c3460c5_cfr25.mp4,a person is talking
13adeded1214b18fabb66c4978bb9623_cfr25.mp4,"The video shows a single middle-aged woman lying in a hospital bed, wearing a light-colored hospital gown and a nasal cannula, with minimal movements and slight shifts in her head position. The clinical setting is evident through the presence of a white pillow, hospital bed rail, and wall-mounted medical device, amidst a sterile and calm environment."
e7b865f050d534590a19b5b5fbac9ef6_cfr25.mp4,"A woman with long, wavy brown hair and round glasses sits alone in a quiet space, lost in thought as she gazes out at a serene landscape of trees and a distant building through a window. She is dressed in a dark brown turtleneck sweater, her contemplative expression illuminated by the soft natural light that filters in."
d4502edb6799212da10c5618e4999797_cfr25.mp4,a person is talking
c9df5170a6762aa5a9ada0e1b4537f6c_cfr25.mp4,"The video features a single individual, a middle-aged man with dark hair and glasses, seated in a static indoor setting with a plain, neutral-colored wall as the background, dressed in a light-colored, striped button-up shirt. He is attentively engaged in a conversation or interview, with a microphone clipped to his shirt, as he sits still with an attentive posture."
a4cbbad6c08fb81abf3240edf464f771_cfr25.mp4,a person is talking
4dacdf70be3784022ded64785fe368f6_cfr25.mp4,a person is talking
4131eba6da4a386cf0c9f6137406c569_cfr25.mp4,a person is talking
fd07a9b2d90af19e4eba1f26ded1f9ef_cfr25.mp4,a person is talking
3cd78f095a66a9397c7a8474d0996904_cfr25.mp4,a person is talking
60c42eb2987cb8ce8b6f7edb1edd9d41_cfr25.mp4,"The video shows a middle-aged man in a plaid shirt, gesturing animatedly as he converses with an unseen person, likely a friend or family member, in a cozy indoor setting with a wooden cabinet and decorative items. He has graying hair and a relaxed demeanor, surrounded by the warm and inviting atmosphere of a home."
f7f2a03bb890783bab6af43f4fbe6525_cfr25.mp4,a person is talking
100692be5ed9958a7484ee0045ec447b_cfr25.mp4,a person is talking
cb687e890720938c08a051f230f0a230_cfr25.mp4,a person is talking
b23dec5d7393459cf613c2d8e4de4d7c_cfr25.mp4,a person is talking
bdf924687b19646796aa3d75f69394bc_cfr25.mp4,a person is talking
a2390a5bbd65e4f77992d08c07ef8ec1_cfr25.mp4,a person is talking
db2a6f947cd660bda59ca10d3b7808c2_cfr25.mp4,a person is talking
31066316bd5ee37be605cedcea8cdbfc_cfr25.mp4,"The video shows a single male individual, dressed in a black cap, a partially unbuttoned white shirt with a dark pattern, and a gray undershirt, with a beard and a backpack, standing in a dry, outdoor environment with a blurred natural landscape, engaged in a conversation or listening intently. His relaxed posture and focused expression suggest a calm and engaged demeanor."
df1447cb0d376f66e5d6bcea155188e5_cfr25.mp4,a person is talking
b9bc40f85d516e84bd007cdcc301125f_cfr25.mp4,"The video shows a single male character, dressed in a striped polo shirt with horizontal black and white stripes, standing in a dimly lit indoor setting, likely an office or public building, as he engages in a conversation or makes a point with subtle hand gestures. The character, with light skin and short dark hair, stands in front of a wall with a framed picture and a fire extinguisher, his movements confined to his hands as he emphasizes his speech."
b4bd54a7df60a0fa6170cad5f8612931_cfr25.mp4,a person is talking
1c3efe59c3c9d8f2703533c9725e09d4_cfr25.mp4,"A man with a short beard and a neatly trimmed beard, dressed in a blue shirt, dark jacket, and striped tie, stands alone in a dimly lit indoor space with a textured wall and a poster, lost in thought as he looks upwards and then to the side with a focused expression."
8a64d2df194eacc4d064453e05d2b06e_cfr25.mp4,a person is talking
fd29bf9a58a7e2d34dd1d220b8732d86_cfr25.mp4,a person is talking
eedd3fd32deae3bccd4d178162e11dff_cfr25.mp4,"A bald man in a dark blue suit and tie confidently stands in front of a futuristic metallic structure, with a bright light shining in the background, as he appears to be inspecting or addressing a large, circular metallic structure with a central red light. The man is the only person visible in the scene, surrounded by the sleek, high-tech architecture of the facility."
86b7400a09bb45abb5ea25ba6e01a23d_cfr25.mp4,a person is talking
7a701332b7a1098131295b32d5769b41_cfr25.mp4,a person is talking
71e34ffed4f23858e1100e09fd72b733_cfr25.mp4,a person is talking
431192fb725805aa596e44300e65ef11_cfr25.mp4,a person is talking
f4e796f329d42848a7682103e3fee790_cfr25.mp4,"The video shows a single male figure, a man in his fifties with gray hair, dressed in a dark suit and tie, engaged in a focused conversation or listening intently in a dimly lit, possibly office-like setting with a warm glow emanating from the background. The blurred background features a doorway or entrance, adding to the professional and serious atmosphere of the scene."
b6251cca1c9ce072f2c177f70becc711_cfr25.mp4,"The video shows a middle-aged individual with short, reddish-brown hair, fair skin, and visible signs of aging, seated in a cozy indoor setting with a brick wall in the background. They wear a blue top and appear engaged in a conversation or listening intently, with a bottle on the table in front of them, suggesting a casual, possibly residential or café setting."
b45929238f3bcf6f21d755bf3dd8524d_cfr25.mp4,"A middle-aged man, dressed in a dark suit, light blue shirt, and patterned tie, stands in a well-decorated indoor setting, likely an office, with a serious expression and upright posture, engaged in a conversation or listening to someone off-camera. The background features a framed painting and soft, even lighting, creating a formal and professional atmosphere."
72103fe790a1aa33544e4813cf443ccf_cfr25.mp4,a person is talking
195859a08a52e8e08f56895c18b5d6dc_cfr25.mp4,"A bald man with an intense gaze is seen in a dark room, illuminated only by the glow of his phone as he engages in a phone conversation, wearing a black turtleneck. His solitary figure is the sole focus in the dimly lit space, creating a dramatic atmosphere."
99ca378ef89f799ebb418aeced67489d_cfr25.mp4,"The video shows a young adult, likely in his twenties, with short, dark hair and glasses, wearing a yellow shirt and a dark tie, engaging in a conversation or presentation in a simple indoor setting with a blue curtain and a single lamp. The individual's movements, including slight head turns and posture changes, are the focal point in the otherwise minimalist background."
697d2960db018f7d96c5f85874b9225f_cfr25.mp4,a person is talking
f7da7cf593917d9bea0a612b15e39f88_cfr25.mp4,a person is talking
cbc3fd844944196c8e82700e59f23d38_cfr25.mp4,a person is talking
faac7b7bea7c3228ea758e184291a6af_cfr25.mp4,a person is talking
bd29559689acf9472ffcb1e7e7aecd0b_cfr25.mp4,a person is talking
677671134f60294989f2da0c0e5fc621_cfr25.mp4,a person is talking
d3558dd3fc3bb164c84a1867a7d10dac_cfr25.mp4,a person is talking
0f9deaef6ef3fac4b2885e6da392fb6e_cfr25.mp4,a person is talking
980fbd4edd32b5a4e79e1ae878445818_cfr25.mp4,"A lone man, with short, light brown hair and stubble, stands in a dimly lit, indoor space, wearing a dark brown leather jacket and a black shirt, displaying signs of physical exertion or injury with dried blood on his face. His expression transitions from intense focus to a hint of a smile, set against a backdrop of reflective surfaces and a blue cable, as he stands still amidst the dimly lit environment."
507adf6347bd03a51c7696455191a3c8_cfr25.mp4,a person is talking
b8b65ebc16a53a081b5b085595ff267a_cfr25.mp4,a person is talking
74c91241ec48fdc7d7f4cf5f33701764_cfr25.mp4,a person is talking
959a8aa13190049d36134069a5e225a0_cfr25.mp4,a person is talking
ebb0fbd207c776b189413654d8c9f9d6_cfr25.mp4,a person is talking
f9b2e4fb7d1c3bcefb5b7d7b6fd34405_cfr25.mp4,a person is talking
524ec7a5f19602f952bce1200df2378c_cfr25.mp4,a person is talking
5d3fd3b17fd4dbe6bbfcfc137d57b049_cfr25.mp4,"The video shows a single elderly man, likely in his sixties or seventies, with white hair and a white beard, sitting calmly in a comfortable-looking armchair in a tastefully decorated living room with natural light pouring in through a large window. He is wearing a dark green, long-sleeved shirt and appears relaxed, with subtle movements and a composed demeanor."
670052a337d995a9dc11a8434c3da4f0_cfr25.mp4,"A single man with short, dark hair and a serious expression is seen speaking in front of a blue backdrop, wearing a dark blue shirt and gesturing with his right hand as he delivers a presentation. The man is the sole focus of the scene, with a plain blue background providing a neutral and professional setting."
6ab31b671e089b39a8f539ce8c699a8a_cfr25.mp4,a person is talking
5a2cc1016b5eaa0bc5d63b3e957d2182_cfr25.mp4,a person is talking
98a8cc3bebc4dfbdeb88295e6eeaa679_cfr25.mp4,"A fair-skinned woman with blonde hair stands in a modern office, wearing a sleeveless high-neck white dress, engaged in a serious conversation with a man in a dark suit, as they stand in front of a glass wall with contemporary lighting. The woman's expression transitions from serious to contemplative and then to a subtle smile as she walks towards the camera, her movements suggesting a progression in the scene."
5c6af60adc0dc2f8d5ebe76628bb0121_cfr25.mp4,a person is talking
7a1f1780b5734a5b22a5d676acc2f70d_cfr25.mp4,a person is talking
0d58482326acc931ee56df12e88795da_cfr25.mp4,a person is talking
9045334e1bda23f468bb00a5cb8c70b6_cfr25.mp4,"The video shows a single male figure, with dark hair and a neutral skin tone, wearing a dark-colored shirt or jacket, engaged in a conversation or interview in a serene outdoor setting surrounded by lush green foliage, likely a garden or park, under natural daylight."
1e7554a2f8a992c7ba0526b03a8caf5f_cfr25.mp4,"The video shows a middle-aged man, dressed in a formal suit and tie, standing upright and engaged in conversation, his dark hair styled professionally. He is situated in a dimly lit indoor setting, likely an office or formal meeting room, exuding a serious and professional atmosphere."
d05bf283e69fab5e7e1b285aaf61edc5_cfr25.mp4,a person is talking
ddd9c10881b3f8e8795d390f2cf4f936_cfr25.mp4,"The video captures a heartwarming moment of two men in business attire embracing in an office setting, followed by a more serious conversation between two men in casual shirts in a room with framed pictures on the wall. The video concludes with a man in a pink checkered shirt smiling and walking towards the camera, with a woman in the background in a room also adorned with framed pictures."
647fc3b49be952064602f24029a188f5_cfr25.mp4,a person is talking
eb1dfea697c7e9fd9e81cd0d9da5e0ec_cfr25.mp4,"The video shows a young adult, likely in his twenties, with short, light brown hair and light skin tone, wearing a dark blue polo shirt, standing in a park or garden setting surrounded by lush greenery, engaged in a conversation with someone off-camera. The natural daylight illuminates the scene, with the individual's posture and gaze indicating their focus on the unseen speaker."
96c96020ea74ddca5f901d8fefe85b59_cfr25.mp4,a person is talking
cc28151113104ada4b0449e47b3de180_cfr25.mp4,"The video features a single woman in her thirties with dark hair and fair skin, dressed in a white blouse and dark cardigan, sitting in a warm, softly lit indoor setting with intricate curtains and a door, her posture upright and facial expressions changing subtly as she engages in a conversation."
a5afad81f69cc5cf06de11dddca7ff95_cfr25.mp4,"The video shows a single person, a middle-aged individual with short gray hair, dressed in a dark blazer over a floral-patterned top, engaged in a conversation or interview in a calm and professional indoor setting with a door and shelves in the background. The soft, even lighting highlights their features as they stand upright with an attentive expression, their mouth slightly open as if speaking."
f521819541b37e4af719b428798dcac4_cfr25.mp4,a person is talking
da961c305d07adc9ca8326a70d23e5e2_cfr25.mp4,a person is talking
eb6ed7556bdcf4a3ef49afbc566bb03f_cfr25.mp4,a person is talking
7e2f1ad7b64b0f77c3a0df55713e6d72_cfr25.mp4,a person is talking
2ba7d7a84138adbf5765285588bd8746_cfr25.mp4,"A middle-aged man with reddish-brown hair and fair complexion sits on a dark blue couch, dressed in a white shirt and striped tie, engaged in a serious conversation or interview with a focused expression and direct gaze at the camera. The dimly lit setting, with soft shadows on his face, creates a contemplative atmosphere."
3d83eab24c40bcf9516a377757b7b279_cfr25.mp4,"The video shows a woman with shoulder-length brown hair and a light skin tone, wearing a dark top, blue cardigan, and a chunky necklace, engaged in a conversation with someone whose face is not visible, in a softly lit indoor setting with a wooden background. The woman's attentive posture and expression convey her engagement in the conversation, set against a warm and natural ambiance."
2732d5f043d35d996ea0a0a4b0cca0f9_cfr25.mp4,"The video shows a single middle-aged individual, dressed in a formal white suit with a black bow tie, delivering a composed and deliberate speech while holding a microphone in a dimly lit, romantic setting adorned with red heart-shaped balloons and a candle. The speaker's neat hairstyle and confident posture add to the sense of formality, suggesting a special occasion such as a wedding or anniversary."
1c7c942407e67d079ed5a6b7b49304c3_cfr25.mp4,"The video shows a single male figure with dark skin tone, dressed in a dark jacket over a lighter-colored shirt, standing upright in a dimly lit indoor setting with a greenish hue and blurred pinkish lights in the background. The still and moody atmosphere creates a sense of mystery, with the character's static pose adding to the overall sense of contemplation."
c193ba4eb4d021983867de4d401f4641_cfr25.mp4,a person is talking
6e315f799bb202dbc57031930145eb60_cfr25.mp4,"The video shows a middle-aged man in a brown coat and dark tie, standing in a warm, indoor setting with a serious expression, engaged in a conversation with someone out of frame. He has a light skin tone, short gray hair, and an upright posture, surrounded by a blurred background that appears to be a wooden hallway or office."
f80c1a12192b22155a887dc73065bdb8_cfr25.mp4,"In the dimly lit bar, a middle-aged or older individual with gray hair and fair skin is engaged in a conversation, gesturing with their hands while dressed in a dark vest, light-colored shirt, and dark tie. The cozy atmosphere is set against a backdrop of neon signs and ambient lighting, with a warm glow of red and blue hues casting a relaxed ambiance."
84b18bc9e6902ff71ac58076ab817254_cfr25.mp4,a person is talking
6ca5cc4a6c785c85c63ca5241937fd95_cfr25.mp4,"A middle-aged man with fair skin and short, neatly combed hair stands upright in a calm and focused office environment, engaged in a conversation with someone or something off-camera. He wears a plaid shirt with a dark base color and lighter stripes, and is surrounded by a bulletin board with papers pinned to it, with natural light filtering through the large windows behind him."
4e194ac90819dc44e4b3cd5eea39d939_cfr25.mp4,a person is talking
8292c585e179fce8bbb4ee9207db0eaf_cfr25.mp4,"The video shows a single male figure, a man in his thirties with short, dark hair and light skin, intensely gesturing in a heated conversation while wearing a dark green jacket and graphic t-shirt. He is situated in a blurred outdoor setting, likely a construction or event area, with a white tent and red and white traffic cones visible in the background, bathed in natural daylight."
ba256425b8238b475efa33754a7cb2ca_cfr25.mp4,a person is talking
a3212d9ff57f263d30026b77851f7f84_cfr25.mp4,a person is talking
b75babecc1ef14a494a05fd066001daf_cfr25.mp4,"The video shows a single person, a light-skinned individual with shoulder-length blonde hair and glasses, wearing a patterned jacket, engaged in a conversation or activity in a domestic setting with a soft, natural lighting. The room is cluttered with various objects on shelves, suggesting a cozy living room or study area."
1b3560ba55211606a1edf52a9c07f296_cfr25.mp4,a person is talking
851757c10a20b511095d36d7817ec55a_cfr25.mp4,"The video shows a middle-aged man, likely in his forties or fifties, with gray hair and glasses, standing in a professional or academic setting, wearing a dark sweater, light blue shirt, and patterned bow tie, as he delivers a presentation or engages in a conversation with an unseen audience. The soft, natural lighting and plain background focus attention on the individual's upright posture and engaged expressions."
2f036d8c531788b31c4ac450b9fb9760_cfr25.mp4,"The video shows a middle-aged individual with fair skin, short dark hair, and a dark blue top, seated in front of a large window with a cityscape view, engaged in a composed and professional conversation or interview. The person's upright posture and hand gestures are set against a backdrop of modern high-rise buildings in a bustling urban environment, bathed in natural daylight."
fe71a30f9d3414705be45b71345d57f0_cfr25.mp4,a person is talking
ad554573efba83b0ea7e52c794e4d93c_cfr25.mp4,a person is talking
e35f810a5b5073e06e779bd8b02b6d37_cfr25.mp4,a person is talking
5da141d96aaefab1d3b13feaa273815c_cfr25.mp4,a person is talking
08cc4a8beb46a7c1e95209526f68e767_cfr25.mp4,a person is talking
6b59c84b3b5658c0c177693ae4b3656f_cfr25.mp4,"A middle-aged man with dark hair and a serious expression is seen in various settings, including an outdoor location and an office, dressed in a dark suit and a white shirt with vertical stripes, exuding a professional demeanor. He is the sole individual in the video, moving between these formal environments with a sense of purpose."
34fd0d0e3c54ce2640f79ffaf4043cc2_cfr25.mp4,a person is talking
ae9c21f2c1213e18004d5195fa36df3a_cfr25.mp4,"The video shows a middle-aged man with short, graying hair and light skin tone, wearing a light green shirt and glasses, gesturing animatedly as he speaks in a room with wooden paneling and large windows that let in warm natural light. He is likely engaged in a conversation or presentation, standing in a calm and inviting indoor setting."
0289a00d12dc4c9ec10ea13b4e3009e0_cfr25.mp4,a person is talking
9d6c35053d804f14246f10fe8ec5e99f_cfr25.mp4,a person is talking
e4918bcce6119f2ce7caf0d6101063bf_cfr25.mp4,"The video shows a middle-aged man, dressed in a formal suit and tie, with a bald head and glasses, standing upright and engaged in a conversation or listening intently to someone off-camera in a dimly lit indoor setting. He is the only person visible in the scene, with a serious expression on his face, surrounded by a subtle and professional atmosphere."
dda369ff284bbfcd1c72d7cfecd618d5_cfr25.mp4,a person is talking
479a79c28e765c65776800014f88b924_cfr25.mp4,"The video shows a man with a full beard and mustache, dressed in a brown suit jacket, yellow shirt, and striped tie, engaged in a conversation with another person, whose hand is visible in the frame, in a warm and casually professional indoor setting with a framed picture on the wall and a red curtain or door in the background."
f094adf3b929a5e99f14800731ea2228_cfr25.mp4,a person is talking
3961ce397d966899aa35b7c248d56b3e_cfr25.mp4,a person is talking
0a5be3e7d65d68eb883956a4bb244460_cfr25.mp4,a person is talking
f5a6db406f854bdbe33889c3f2a84238_cfr25.mp4,a person is talking
dbbe6f97365ef7aac48d9bbb8626501d_cfr25.mp4,a person is talking
4a07436ddafa7f7a37f0e4640dd9644c_cfr25.mp4,a person is talking
a8d5fced6bfd1c18e4a2d2b14052c58e_cfr25.mp4,"The video features a single elderly male, likely in his late fifties or sixties, dressed in a light-colored shirt and dark tie, seated on a beige couch in a calm indoor environment with soft, natural lighting. He is engaged in a conversation or interview, looking directly at the camera with a relaxed posture and calm demeanor."
a9b7deb271d5f5e59a7a755ec7c823ee_cfr25.mp4,"The video shows a single elderly man, dressed in a light-colored suit and a red bow tie, sitting in a dimly lit indoor setting with a potted plant in the background, lost in thought as he gazes off to the side with a furrowed brow. His light skin tone, gray hair, and glasses add to the contemplative atmosphere, creating a sense of calm and introspection."
1239c14e732165124063cba12cb7f837_cfr25.mp4,"The video shows a single older male figure, with a gray beard and mustache, dressed in a dark knit beanie and jacket, moving subtly in a dimly lit, rustic indoor setting with wooden elements, exuding a somber and introspective atmosphere."
ed42efde8ec672e10d0d80bf9d93d91e_cfr25.mp4,a person is talking
25c7a2b1d34ce3a84e9b147c45f1d988_cfr25.mp4,a person is talking
3b6993703f77c2ccc54d53c11061fb58_cfr25.mp4,a person is talking
2a9a3cff0ce1468176ec2ce69cc6c2c9_cfr25.mp4,"The video shows a single male figure, dressed in a dark suit and light-colored shirt, with dark hair and a light skin tone, engaged in a conversation or reaction in a dimly lit, interior space with a warm, muted color palette. His close-up shot captures his tilted head and open mouth, with his posture and facial expression conveying a sense of engagement with someone or something off-camera."
1123bb102ed7e10cffda24c5c2f8388e_cfr25.mp4,a person is talking
f3bf9ca8adfaf74d4ed69c7bad3aac5f_cfr25.mp4,"Two women, one with short blonde hair and a red shirt, and the other with grey hair and a dark top, engage in a serious conversation at a dining table in a cozy home with blue walls and wooden cabinetry, their focused expressions the only movement in the otherwise static scene."
7db2e78d70ea0b050b41718a653f0459_cfr25.mp4,"The video shows a single person, a woman with shoulder-length, wavy blonde hair and glasses, sitting in a dimly lit indoor setting, likely a bar or restaurant, wearing a purple top and engaged in a conversation or observing something out of frame. The soft lighting casts a warm glow on her features, surrounded by a blurred background of a television screen and indistinct objects."
8dd188416f01781668c91f1bf45d5b98_cfr25.mp4,a person is talking
2ba6a009f954d1aa226f92e3e0c95e53_cfr25.mp4,a person is talking
52c53fd12e0c8cd81273a8f7c5eab740_cfr25.mp4,"The video shows a young male, likely in his late teens or early twenties, wearing a striped polo shirt and engaged in a conversation with an unseen person, his open mouth and expressive facial features conveying his engagement. He is standing in a casual, indoor setting with a sports or recreational theme, surrounded by a clipboard and sports equipment, under soft and ambient lighting."
a478ab602b11596e3b1a2c987b014ebb_cfr25.mp4,a person is talking
2bd0d3bbc0e80ba749bbc065a9f23aa2_cfr25.mp4,a person is talking
3a7081aeaf675efe2862d327dc587078_cfr25.mp4,a person is talking
f96dbef3249b4ac21c0200c1e99e2ba4_cfr25.mp4,a person is talking
800c9a3a45d8be0683a5c0dd3f178469_cfr25.mp4,a person is talking
4aa31284c22f3110613f4082e26bd7b7_cfr25.mp4,a person is talking
feaf2f4d279b6ee69cbbcabb0a1903d3_cfr25.mp4,a person is talking
028e9dd8ea1ba5199cf10d4f4a9586d4_cfr25.mp4,"A fair-skinned woman with long blonde hair, dressed in a blue and black Starfleet uniform with a star insignia badge and name tag 'SILIA', stands confidently in a neutral indoor setting, likely a command center or corridor, her serious expression and posture indicating a high level of responsibility."
79ccd5fa0b177b56201f5e2545f2607d_cfr25.mp4,a person is talking
87c4b8955c0dcc94b9ab2990fc26b968_cfr25.mp4,a person is talking
0fb890bbb5423b12991979d03931e43c_cfr25.mp4,a person is talking
80260ab921b35d49aaddd575138b6bf9_cfr25.mp4,"The video shows a woman, likely in her mid-to-late 20s, wearing a vibrant, patterned dress and a pink fur coat, engaged in a conversation or reacting to something while holding a glass, set against a dimly lit indoor background that appears to be a lounge or a room with ambient lighting."
90c0c3f5c019ce50eba38661c9af8f91_cfr25.mp4,"The video shows a woman, dressed in a light green blouse with intricate embroidery, standing in a dimly lit indoor setting with a blurred background of red flowers, gesturing with her hands as she converses or expresses herself. She has a fair skin tone and elegant updo with braids, suggesting a semi-formal or formal atmosphere."
5b767a846c29ca02fa098b2d6a43f0a0_cfr25.mp4,a person is talking
5b4781dfb49d36d8f392ed66895fa484_cfr25.mp4,"The video shows a single older male, likely in his sixties or seventies, seated in a dimly lit car at night, wearing glasses and a light-colored sweater over a collared shirt, intently engaged in a conversation or listening with an open mouth and focused gaze. The quiet, possibly urban environment surrounding the car is not clearly visible, but the dim interior lighting emphasizes the nighttime setting."
63f1c594c1ad78d06553ac2b0eb6b544_cfr25.mp4,a person is talking
fc000e6eccaaace1a71840607fa34248_cfr25.mp4,a person is talking
1137c6180c68957dcea893c5f121d8f7_cfr25.mp4,a person is talking
5092d7deed825eac51982ee78fd0c28f_cfr25.mp4,"The video shows a single person, a light-skinned individual with light brown, wavy hair, wearing a striped shirt and a maroon apron, engaged in a conversation or reaction in a warm, indoor setting that appears to be a restaurant or cafe, with wooden paneling and hanging lights in the background."
eadc88209fc9015e2db3ad602ebcc5db_cfr25.mp4,"A young woman with brown hair in two ponytails and hoop earrings sits intently on a beige sofa in a cozy living room, wearing a grey sweatshirt, as she engages in a serious conversation or reaction. The room is lit by a lamp and features a staircase, with the woman's focused expression contrasting with the warm, inviting atmosphere."
b829df88eab2b0cec2c4bfe1d2bda499_cfr25.mp4,"The video shows a single person, a woman with long, straight blonde hair and light skin tone, wearing a beige turtleneck sweater, standing in a warm and cozy home environment with a wooden door and staircase in the background. She appears relaxed, occasionally turning her head and shifting her posture as she stands in the dimly lit space."
